REEF_ID,SECTOR,SHELF,REEF_NAME,LATITUDE,LONGITUDE,SITE_NO,SITE_LATITUDE,SITE_LONGITUDE,REPORT_YEAR,P_CODE,YEAR_CODE,VISIT_NO,SAMPLE_DATE,SAMPLE_YEAR,SAMPLE_MONTH,TEMPERATURE,TEMPERATURE_YEAR_AVE,MEDIAN_LIVE_CORAL,MEDIAN_SOFT_CORAL,MEDIAN_DEAD_CORAL,MEAN_LIVE_CORAL,MEAN_SOFT_CORAL,MEAN_DEAD_CORAL,TOTAL_COTS,TOWS,MEAN_COTS_PER_TOW,TOTAL_TROUT,MEAN_TROUT_PER_TOW,SITE_SAMPLE_DATE,ALGAE_COVER,HARD_CORAL_COVER,SOFT_CORAL_COVER,OTHER_COVER,ALL_COVER
18077S,TO,M,GRUB REEF(18077),-18.633333,147.425,2,-18.6186,147.435883,2022,RAP,204122,30,20/11/2022,2022,11,31.2,29.9,15,25,0,17.151,25,0.721,1,29,0,0,0,20/11/2022,85.5,11.4,1.9,1.2,100
18077S,TO,M,GRUB REEF(18077),-18.633333,147.425,2,-18.6186,147.435883,2023,RAP,204223,31,6/02/2023,2023,2,30.3,29.7,15,15,2.5,13.958,11.905,2.5,5,25,0,13,0.555555556,6/02/2023,44.72,43.64,2.44,9.18,99.98
18077S,TO,M,GRUB REEF(18077),-18.633333,147.425,2,-18.6186,147.435883,2024,RM,204324,32,15/05/2024,2024,5,27.4,27.9,15,2.5,0,22.941,4.828,1.2,0,30,0,0,0,15/05/2024,51.05,26.75,21,1.2,100
18077S,TO,M,GRUB REEF(18077),-18.633333,147.425,2,-18.6186,147.435883,2025,RM,204425,33,4/03/2025,2025,3,23.8,29.4,15,0,0,13.99,2.594,0.652,10,70,0,3,0,4/03/2025,49.38,20.37,20.05,10.2,100
18077S,TO,M,GRUB REEF(18077),-18.633333,147.425,2,-18.6186,147.435883,2026,RM,204526,34,11/05/2026,2026,5,30.2,29,25,2.5,2.5,29.925,5.648,2.414,0,33,0,11,0,11/05/2026,57.77,26.58,11.36,4.27,99.98
18077S,TO,M,GRUB REEF(18077),-18.633333,147.425,3,-18.617633,147.44025,1993,RM,201193,1,20/01/1993,1993,1,27.4,29.1,45,2.5,0,39.227,2.5,1.117,0,43,0,0,0,20/01/1993,81.5,11.73,3.5,3.24,99.97
18077S,TO,M,GRUB REEF(18077),-18.633333,147.425,3,-18.617633,147.44025,1994,RM,201294,2,29/01/1994,1994,1,30.4,29,15,2.5,2.5,11.552,2.5,2.151,1,31,0,0,0,29/01/1994,50.38,25.8,10.7,13.08,99.96
18077S,TO,M,GRUB REEF(18077),-18.633333,147.425,3,-18.617633,147.44025,1995,RAP,201395,3,19/08/1995,1995,8,29.1,29,35,2.5,0,34.143,2.611,0.188,0,41,0,0,0,19/08/1995,80.8,11.57,0.89,6.73,99.99
18077S,TO,M,GRUB REEF(18077),-18.633333,147.425,3,-18.617633,147.44025,1996,RM,201496,4,8/03/1996,1996,3,30,29,25,2.5,2.5,27.292,5.833,2.232,0,20,0.05,9,0.324324324,8/03/1996,50.76,35.38,2.46,11.37,99.97
18077S,TO,M,GRUB REEF(18077),-18.633333,147.425,3,-18.617633,147.44025,1997,RAP,201597,5,23/09/1997,1997,9,30.7,28.6,35,2.5,2.5,31.205,2.5,2.5,0,78,0,16,0,23/09/1997,58.21,39.16,0.2,2.4,99.97
18077S,TO,M,GRUB REEF(18077),-18.633333,147.425,3,-18.617633,147.44025,1998,RM,201698,6,30/12/1998,1998,12,31.1,30.1,2.5,2.5,2.5,4.444,2.813,1.538,0,27,0,0,0,30/12/1998,75.17,20.2,3.63,1.01,100.01
18077S,TO,M,GRUB REEF(18077),-18.633333,147.425,3,-18.617633,147.44025,1999,RAP,201799,7,20/03/1999,1999,3,28.7,29.4,45,2.5,2.5,48.949,6.175,2.5,0,16,0,77,1.886363636,20/03/1999,32.29,41.1,22.61,3.97,99.97
18077S,TO,M,GRUB REEF(18077),-18.633333,147.425,3,-18.617633,147.44025,2000,RM,201900,8,20/03/2000,2000,3,25.6,29.8,35,0,2.5,30.214,0,2.103,0,20,0,0,0.173913043,20/03/2000,78.6,12.4,6.8,2.2,100
18077S,TO,M,GRUB REEF(18077),-18.633333,147.425,3,-18.617633,147.44025,2001,RAP,202001,9,17/08/2001,2001,8,30.5,30.1,35,2.5,2.5,36.589,6.25,1.711,0,56,0,7,0,17/08/2001,32,57.83,5.44,4.7,99.97
18077S,TO,M,GRUB REEF(18077),-18.633333,147.425,3,-18.617633,147.44025,2002,RM,202102,10,4/11/2002,2002,11,28.6,26.7,2.5,15,0,11.686,19.519,0.25,0,90,0,12,0,4/11/2002,44,38.34,1.44,16.17,99.95
18077S,TO,M,GRUB REEF(18077),-18.633333,147.425,3,-18.617633,147.44025,2003,RAP,202203,11,9/10/2003,2003,10,29.9,29.5,15,2.5,2.5,18.587,3.393,1.5,0,51,0.017,43,0.803278689,9/10/2003,67.5,25.6,0.8,6.09,99.99
18077S,TO,M,GRUB REEF(18077),-18.633333,147.425,3,-18.617633,147.44025,2004,RM,202304,12,,2004,11,25.3,29.9,15,2.5,0,14.695,3.443,1.212,0,16,0,11,0.421052632,,66.32,20.96,4.42,8.31,100.01
18077S,TO,M,GRUB REEF(18077),-18.633333,147.425,3,-18.617633,147.44025,2005,RM,202405,13,10/11/2005,2005,11,32.3,29.7,15,2.5,0,22.76,5.551,1.202,68,38,2.9,13,0.236363636,10/11/2005,29.24,20.55,26.1,24.08,99.97
18077S,TO,M,GRUB REEF(18077),-18.633333,147.425,3,-18.617633,147.44025,2006,RAP,200506,14,7/10/2006,2006,7,25.3,29,2.5,2.5,2.5,7.955,3.125,1.42,6,44,0.136,4,0.090909091,7/10/2006,69.77,22.86,2.92,4.45,100
18077S,TO,M,GRUB REEF(18077),-18.633333,147.425,3,-18.617633,147.44025,2007,RAP,202607,15,6/09/2007,2007,9,29.4,30.1,25,2.5,2.5,24.122,2.984,1.625,0,17,0,24,0.862068966,6/09/2007,57.92,30.8,7.24,4.03,99.99
18077S,TO,M,GRUB REEF(18077),-18.633333,147.425,3,-18.617633,147.44025,2008,RAP,200708,16,15/05/2008,2008,5,27.6,29,7.5,2.5,2.5,9.451,3.049,1.951,1,41,0.024,8,0.195121951,15/05/2008,73.92,19.04,3.76,3.28,100
18077S,TO,M,GRUB REEF(18077),-18.633333,147.425,3,-18.617633,147.44025,2009,RM,202809,17,24/10/2009,2009,10,27.4,29.4,45,2.5,0,44.18,5.287,1.115,0,74,0.047,0,0,24/10/2009,48.75,30.4,5.41,15.46,100.02
18077S,TO,M,GRUB REEF(18077),-18.633333,147.425,3,-18.617633,147.44025,2010,RAP,202910,18,11/11/2010,2010,11,29.6,29.5,35,0,0,31.14,0,1.591,0,57,0,16,0.318181818,11/11/2010,68.4,28.4,0.9,2.19,99.89
18077S,TO,M,GRUB REEF(18077),-18.633333,147.425,3,-18.617633,147.44025,2011,RM,203011,19,1/12/2011,2011,12,29.9,29.9,15,2.5,0,16.164,3.65,0.789,0,30,0,44,0.7125,1/12/2011,85.3,7.4,6.8,0.5,100
18077S,TO,M,GRUB REEF(18077),-18.633333,147.425,3,-18.617633,147.44025,2012,RAP,201112,20,22/04/2012,2012,4,30.2,28.8,2.5,2.5,0,3.631,2.5,0.238,0,42,0,6,0.142857143,23/04/2012,87.6,9.2,0.5,2.7,100
18077S,TO,M,GRUB REEF(18077),-18.633333,147.425,3,-18.617633,147.44025,2013,RAP,203213,21,24/02/2013,2013,2,30.7,29.9,15,2.5,0,16.413,2.5,0.673,0,44,0.019,20,0.547619048,24/02/2013,53.5,34,8.7,3.8,100
18077S,TO,M,GRUB REEF(18077),-18.633333,147.425,3,-18.617633,147.44025,2014,RAP,201314,22,5/01/2014,2014,5,28.1,29.1,2.5,2.5,0,3.696,2.609,0.217,0,46,0,3,0.065217391,5/01/2014,82.3,12.6,1.3,3.8,100
18077S,TO,M,GRUB REEF(18077),-18.633333,147.425,3,-18.617633,147.44025,2015,RAP,203415,23,29/12/2015,2015,12,25.3,29.7,15,2.5,2.5,20.615,4.545,2.984,0,22,0,80,2.2,29/12/2015,45,40,12.3,2.7,100
18077S,TO,M,GRUB REEF(18077),-18.633333,147.425,3,-18.617633,147.44025,2016,RAP,201516,24,5/07/2016,2016,5,29.8,30.1,7.5,2.5,2.5,10.222,3.389,2.389,1,45,0.022,12,0.266666667,5/08/2016,77.5,15.7,3.3,3.5,100
18077S,TO,M,GRUB REEF(18077),-18.633333,147.425,3,-18.617633,147.44025,2017,RM,203617,25,15/08/2017,2017,8,22.3,26.9,25,2.5,2.5,33.494,4.423,1.543,0,21,0,2,0,15/08/2017,52.87,30.94,6,10.2,100.01
18077S,TO,M,GRUB REEF(18077),-18.633333,147.425,3,-18.617633,147.44025,2018,RAP,201718,26,22/04/2018,2018,4,30.5,29.7,7.5,2.5,0,9.05,3.75,0.8,0,50,0,16,0.32,23/04/2018,80.3,12.8,3.3,3.6,100
18077S,TO,M,GRUB REEF(18077),-18.633333,147.425,3,-18.617633,147.44025,2019,RM,203819,27,3/01/2019,2019,1,27.5,29,25,2.5,2.5,27.5,4.828,2.5,0,34,0,0,0,3/01/2019,40.56,26.03,27.2,6.17,99.96
18077S,TO,M,GRUB REEF(18077),-18.633333,147.425,3,-18.617633,147.44025,2020,RAP,201920,28,6/12/2020,2020,6,26.6,29.8,11.25,2.5,0,12.843,2.5,0.931,0,52,0,9,0.173076923,6/10/2020,79.15,11.89,1.99,6.98,100.01
18077S,TO,M,GRUB REEF(18077),-18.633333,147.425,3,-18.617633,147.44025,2021,RM,204021,29,28/11/2021,2021,11,26.4,26.9,35,2.5,2.5,39.482,8.269,1.696,0,85,0.021,26,0.285714286,28/11/2021,67.4,45.59,22.2,4,139.19
18077S,TO,M,GRUB REEF(18077),-18.633333,147.425,3,-18.617633,147.44025,2022,RM,204122,30,17/01/2022,2022,1,27.4,29.8,56.25,7.5,0,48.419,11.455,0.602,26,40,0.513,0,0.030769231,17/01/2022,59.2,5.96,32.41,2.4,99.97
18077S,TO,M,GRUB REEF(18077),-18.633333,147.425,3,-18.617633,147.44025,2023,RMRAP,204223,31,20/06/2023,2023,6,29.4,29,40,0,2.5,35.61,8.511,1.5,0,29,0,7,0.125,20/06/2023,64.09,28.2,1.13,6.58,100
18077S,TO,M,GRUB REEF(18077),-18.633333,147.425,3,-18.617633,147.44025,2024,RM,204324,32,20/01/2024,2024,1,30.8,29.4,25,2.5,2.5,18.409,12.174,2.258,0,51,0,15,0.324324324,20/01/2024,30.1,7.74,55.16,6.98,99.98
18077S,TO,M,GRUB REEF(18077),-18.633333,147.425,3,-18.617633,147.44025,2025,RMRAP,204425,33,22/05/2025,2025,5,29.4,29.7,25,7.5,2.5,31.279,14.422,1.364,0,47,0,14,0.266666667,22/05/2025,35.6,40.3,23.2,0.9,100
18077S,TO,M,GRUB REEF(18077),-18.633333,147.425,3,-18.617633,147.44025,2026,RM,204526,34,24/05/2026,2026,5,26.5,29.5,30,7.5,2.5,27.245,6.964,1.371,0,44,0,0,0,24/05/2026,70.2,24.45,1.04,4.3,99.99
18081S,TO,O,KNIFE REEF,-18.583333,147.558333,1,-18.571067,147.577183,1993,RM,201193,1,11/09/1993,1993,9,29.6,29.7,56.25,2.5,2.5,47.625,2.5,1.491,1,24,0,34,1,11/09/1993,85.5,8.38,0,6.13,100.01
18081S,TO,O,KNIFE REEF,-18.583333,147.558333,1,-18.571067,147.577183,1994,RAP,201294,2,8/11/1994,1994,11,23.6,27,30,2.5,0,35.313,5.463,0.946,2,15,0.37,17,0.5,8/11/1994,30.1,16,33.98,19.91,99.99
18081S,TO,O,KNIFE REEF,-18.583333,147.558333,1,-18.571067,147.577183,1995,RAP,201395,3,21/06/1995,1995,6,28.9,30.1,25,2.5,2.5,17.109,3.042,2.593,0,29,0.063,0,0.192771084,21/06/1995,82.22,7.59,8.7,1.5,100.01
18081S,TO,O,KNIFE REEF,-18.583333,147.558333,1,-18.571067,147.577183,1996,RM,201496,4,2/04/1996,1996,4,30.3,29,35,0,2.5,32.143,0,1.528,0,35,0,0,0,2/04/1996,81.24,6.8,3.61,8.34,99.99
18081S,TO,O,KNIFE REEF,-18.583333,147.558333,1,-18.571067,147.577183,1997,RAP,201597,5,15/03/1997,1997,3,31.1,29.7,2.5,0,0,9.315,0,0.818,0,87,0,3,0,15/03/1997,45.4,37.9,13.59,3.12,100.01
18081S,TO,O,KNIFE REEF,-18.583333,147.558333,1,-18.571067,147.577183,1998,RM,201698,6,5/12/1998,1998,12,30.1,29.1,15,7.5,2.5,19.186,6.111,1.364,0,71,0,4,0,5/12/1998,54.9,30.14,8.21,6.77,100.02
18081S,TO,O,KNIFE REEF,-18.583333,147.558333,1,-18.571067,147.577183,1999,RAP,201799,7,24/09/1999,1999,9,28.9,28.6,45,2.5,1.25,49.632,3.036,1.25,1,18,0.056,0,0,24/09/1999,77.4,13.02,6.97,2.6,99.99
18081S,TO,O,KNIFE REEF,-18.583333,147.558333,1,-18.571067,147.577183,2000,RM,201900,8,24/03/2000,2000,3,30.2,29.7,25,2.5,2.5,26.078,2.474,1.983,0,61,0,0,0,24/03/2000,72.8,22.78,1.8,2.6,99.98
18081S,TO,O,KNIFE REEF,-18.583333,147.558333,1,-18.571067,147.577183,2001,RM,202001,9,25/12/2001,2001,12,26.3,29.8,7.5,2.5,2.5,15.06,2.5,2.5,101,39,1.671,6,0.25,25/12/2001,49.3,41.87,3.41,5.4,99.98
18081S,TO,O,KNIFE REEF,-18.583333,147.558333,1,-18.571067,147.577183,2002,RAP,202102,10,8/12/2002,2002,12,22.7,29.4,15,2.5,2.5,19.3,2.813,2.5,6,49,0,21,0.418181818,8/12/2002,65.65,26.9,3.1,4.38,100.03
18081S,TO,O,KNIFE REEF,-18.583333,147.558333,1,-18.571067,147.577183,2003,RAP,202203,11,5/04/2003,2003,4,31.2,29.1,7.5,2.5,2.5,11.083,6.919,2.5,0,49,0,0,0,5/04/2003,61.47,20.33,9,9.18,99.98
18081S,TO,O,KNIFE REEF,-18.583333,147.558333,1,-18.571067,147.577183,2004,RMRAP,202304,12,6/01/2004,2004,1,30.2,29.3,35,0,2.5,30.214,0,1.887,20,53,0.211,9,0,6/01/2004,88.2,10.1,0.5,1.2,100
18081S,TO,O,KNIFE REEF,-18.583333,147.558333,1,-18.571067,147.577183,2005,RM,202405,13,7/12/2005,2005,12,31.4,27.8,25,2.5,2.5,24.853,3,1.576,0,55,0,7,0,7/12/2005,68.4,23.44,0.2,7.95,99.99
18081S,TO,O,KNIFE REEF,-18.583333,147.558333,1,-18.571067,147.577183,2006,RAP,200506,14,23/09/2006,2006,9,27.5,29,25,2.5,2.5,19.286,3.036,2.5,4,28,0.143,3,0.107142857,23/09/2006,69.3,21.74,4.33,4.63,100
18081S,TO,O,KNIFE REEF,-18.583333,147.558333,1,-18.571067,147.577183,2007,RM,202607,15,25/11/2007,2007,11,25,26.7,20,0,2.5,22.837,0,1.264,0,54,0,14,0,25/11/2007,51.2,12.7,0.2,35.9,100
18081S,TO,O,KNIFE REEF,-18.583333,147.558333,1,-18.571067,147.577183,2008,RAP,200708,16,18/05/2008,2008,5,27.6,29,25,2.5,2.5,21.293,3.362,1.724,0,29,0,12,0.413793103,19/05/2008,73.11,17.32,6.95,2.63,100.01
18081S,TO,O,KNIFE REEF,-18.583333,147.558333,1,-18.571067,147.577183,2009,RM,202809,17,19/01/2009,2009,1,29,29.8,25,15,2.5,22.557,11.53,1.278,0,35,0,6,0.25,19/01/2009,64.8,28.48,1,5.7,99.98
18081S,TO,O,KNIFE REEF,-18.583333,147.558333,1,-18.571067,147.577183,2010,RAP,200910,18,4/11/2010,2010,4,29.4,29,25,2.5,0,25.278,4.259,1.204,0,27,0,21,0.777777778,4/11/2010,67.4,20.3,6.3,6,100
18081S,TO,O,KNIFE REEF,-18.583333,147.558333,1,-18.571067,147.577183,2011,RM,203011,19,23/03/2011,2011,3,30,29.4,15,2.5,2.5,25.293,2.5,2.409,0,42,0,7,0.115384615,23/03/2011,66.8,28.29,1.2,3.7,99.99
18081S,TO,O,KNIFE REEF,-18.583333,147.558333,1,-18.571067,147.577183,2012,RAP,201112,20,23/04/2012,2012,4,30.2,28.8,2.5,2.5,0,2.679,2.5,1.071,0,28,0,13,0.464285714,23/04/2012,88.7,7.3,1.2,2.8,100
18081S,TO,O,KNIFE REEF,-18.583333,147.558333,1,-18.571067,147.577183,2013,RM,203213,21,26/04/2013,2013,4,29.4,28.8,45,2.5,0,49.632,8.182,0.852,0,21,0.03,22,0.904761905,26/04/2013,68.75,4.5,17.13,9.6,99.98
18081S,TO,O,KNIFE REEF,-18.583333,147.558333,1,-18.571067,147.577183,2014,RAP,201314,22,5/05/2014,2014,5,28.1,29.1,7.5,2.5,0,10.804,3.304,0.893,0,28,0,7,0.25,5/05/2014,79.3,12.1,2.5,6.1,100
18081S,TO,O,KNIFE REEF,-18.583333,147.558333,1,-18.571067,147.577183,2015,RM,203415,23,26/01/2015,2015,1,31.4,29.1,2.5,2.5,2.5,8.333,3.145,1.579,0,45,0,0,0,26/01/2015,81.76,11.14,6.3,0.8,100
18081S,TO,O,KNIFE REEF,-18.583333,147.558333,1,-18.571067,147.577183,2016,RAP,201516,24,5/05/2016,2016,5,29.8,30.1,25,2.5,2.5,19.375,3.036,3.929,0,28,0,4,0.142857143,5/05/2016,72.7,20.2,2.7,4.4,100
18081S,TO,O,KNIFE REEF,-18.583333,147.558333,1,-18.571067,147.577183,2017,RM,203617,25,26/08/2017,2017,8,31.8,29.4,15,2.5,0,15.288,5.212,0.152,0,86,0,17,0,26/08/2017,51.99,30.52,10.69,6.77,99.97
18081S,TO,O,KNIFE REEF,-18.583333,147.558333,1,-18.571067,147.577183,2018,RAP,201718,26,24/04/2018,2018,4,30.5,29.7,15,2.5,0,14.464,2.5,0.536,0,28,0,9,0.321428571,24/04/2018,73.27,18.21,3.4,5.11,99.99
18081S,TO,O,KNIFE REEF,-18.583333,147.558333,1,-18.571067,147.577183,2019,RMRAP,203819,27,28/09/2019,2019,9,31.6,29.8,25,7.5,0,26.587,19.948,0.638,0,57,0,4,0,28/09/2019,18.72,23.9,52.2,5.19,100.01
18081S,TO,O,KNIFE REEF,-18.583333,147.558333,1,-18.571067,147.577183,2020,RAP,201920,28,29/05/2020,2020,5,26.8,29.8,15,2.5,2.5,28.78,2.5,2.619,0,42,0,23,0.547619048,29/05/2020,69.23,21.36,4.29,5.11,99.99
18081S,TO,O,KNIFE REEF,-18.583333,147.558333,1,-18.571067,147.577183,2021,RM,204021,29,10/12/2021,2021,12,29.4,29.5,45,2.5,2.5,39.227,4.795,2.182,21,28,0.397,0,0,10/12/2021,73.39,15.3,2.68,8.6,99.97
18081S,TO,O,KNIFE REEF,-18.583333,147.558333,1,-18.571067,147.577183,2022,RM,204122,30,22/01/2022,2022,1,32,29.5,7.5,0,2.5,10.786,3.013,1.591,1,85,0,19,0.155555556,22/01/2022,13.61,68.47,12.12,5.8,100
18081S,TO,O,KNIFE REEF,-18.583333,147.558333,1,-18.571067,147.577183,2023,RM,204223,31,10/11/2023,2023,11,22.3,29.1,25,2.5,0,37.036,5.03,1.071,0,71,0,18,0.195121951,10/11/2023,54.2,23.68,19.41,2.7,99.99
18081S,TO,O,KNIFE REEF,-18.583333,147.558333,1,-18.571067,147.577183,2024,RM,204324,32,6/12/2024,2024,12,27.5,28.9,15,2.5,2.5,14.545,12.472,2.258,1,85,0,12,0,6/12/2024,88.32,23.35,11.36,3.54,126.57
18081S,TO,O,KNIFE REEF,-18.583333,147.558333,1,-18.571067,147.577183,2025,RM,204425,33,7/06/2025,2025,6,29.4,29.4,2.5,0,0,9.701,4.392,0.652,0,41,0,42,0.833333333,7/06/2025,26.77,17.1,30,26.11,99.98
18081S,TO,O,KNIFE REEF,-18.583333,147.558333,1,-18.571067,147.577183,2026,RAP,204526,34,22/07/2026,2026,7,25.6,28.8,25,2.5,2.5,32.663,3.854,2.5,0,81,0,27,0.212765957,22/07/2026,57.36,12.72,13.59,16.32,99.99
18081S,TO,O,KNIFE REEF,-18.583333,147.558333,2,-18.571783,147.580383,1993,RAP,201193,1,15/09/1993,1993,9,31,28.7,15,0,0,29.531,2.5,0.256,0,45,0.262,0,0,15/09/1993,19.41,41.87,32.52,6.18,99.98
18081S,TO,O,KNIFE REEF,-18.583333,147.558333,2,-18.571783,147.580383,1994,RM,201294,2,6/02/1994,1994,2,29.4,29.7,2.5,2.5,0,7.8,2.331,0.781,0,90,0,0,0,6/02/1994,93.88,3.23,2.6,0.3,100.01
18081S,TO,O,KNIFE REEF,-18.583333,147.558333,2,-18.571783,147.580383,1995,RM,201395,3,9/03/1995,1995,3,26.5,26.7,50.625,2.5,2.5,48.419,7.061,1.296,0,71,0,3,0,9/03/1995,60.7,0.9,30.2,8.2,100
18081S,TO,O,KNIFE REEF,-18.583333,147.558333,2,-18.571783,147.580383,1996,RAP,201496,4,10/03/1996,1996,3,29.9,29,25,2.5,0,26.05,2.404,0.161,0,77,0,0,0,10/03/1996,54.42,43.2,0.6,1.8,100.02
18081S,TO,O,KNIFE REEF,-18.583333,147.558333,2,-18.571783,147.580383,1997,RM,201597,5,27/01/1997,1997,1,29,29.8,7.5,2.5,0,9.056,2.153,0.645,1,41,0.013,0,0.147058824,27/01/1997,65.67,28.77,1.11,4.42,99.97
18081S,TO,O,KNIFE REEF,-18.583333,147.558333,2,-18.571783,147.580383,1998,RAP,201698,6,25/01/1998,1998,1,28.2,26.9,25,2.5,0,29.528,4.259,0.603,0,45,0.05,0,0.064102564,25/01/1998,19.17,63.07,1.07,16.69,100
18081S,TO,O,KNIFE REEF,-18.583333,147.558333,2,-18.571783,147.580383,1999,RM,201799,7,7/08/1999,1999,8,26,25.9,35,7.5,2.5,33.799,9.115,1.515,0,33,0,5,0.093333333,7/08/1999,36.8,21.13,0.7,41.4,100.03
18081S,TO,O,KNIFE REEF,-18.583333,147.558333,2,-18.571783,147.580383,2000,RAP,201900,8,19/01/2000,2000,1,31,30.1,15,2.5,2.5,20.615,6.174,1.53,0,85,0.011,12,0,19/01/2000,42.5,13.49,38,6.02,100.01
18081S,TO,O,KNIFE REEF,-18.583333,147.558333,2,-18.571783,147.580383,2001,RM,202001,9,23/08/2001,2001,8,30.2,28.7,7.5,2.5,2.5,19.319,2.643,2.672,0,80,0,11,0.041666667,23/08/2001,46.3,44.6,1.99,7.1,99.99
18081S,TO,O,KNIFE REEF,-18.583333,147.558333,2,-18.571783,147.580383,2002,RM,202102,10,28/12/2002,2002,12,23.6,29,15,7.5,2.5,17.568,9.231,1.85,6,55,0,3,0,28/12/2002,61.62,34.99,0.8,2.6,100.01
18081S,TO,O,KNIFE REEF,-18.583333,147.558333,2,-18.571783,147.580383,2003,RM,202203,11,8/12/2003,2003,12,30.1,29,7.5,2.5,2.5,10.958,2.321,2.5,0,32,0,0,0,8/12/2003,72.2,17,3.4,7.42,100.02
18081S,TO,O,KNIFE REEF,-18.583333,147.558333,2,-18.571783,147.580383,2004,RM,202304,12,12/03/2004,2004,3,28.7,29.8,2.5,0,2.5,3.696,0,2.379,6,30,0,0,0,12/03/2004,67.34,25.81,4.82,2.01,99.98
18081S,TO,O,KNIFE REEF,-18.583333,147.558333,2,-18.571783,147.580383,2005,RM,202405,13,29/05/2005,2005,5,30.4,29.5,15,0,2.5,16.161,0,3.289,0,17,0,66,3.35,29/05/2005,46.91,13.9,38.1,1.1,100.01
18081S,TO,O,KNIFE REEF,-18.583333,147.558333,2,-18.571783,147.580383,2006,RAP,200506,14,23/09/2006,2006,9,27.5,29,25,2.5,2.5,19.286,3.036,2.5,4,28,0.143,3,0.107142857,23/09/2006,62.73,27.67,7.99,1.61,100
18081S,TO,O,KNIFE REEF,-18.583333,147.558333,2,-18.571783,147.580383,2007,RAP,202607,15,11/11/2007,2007,11,31.6,29.7,15,2.5,2.5,18.056,2.667,2.331,0,37,0.019,0,0,11/11/2007,77.6,12.6,1.19,8.6,99.99
18081S,TO,O,KNIFE REEF,-18.583333,147.558333,2,-18.571783,147.580383,2008,RAP,200708,16,18/05/2008,2008,5,27.6,29,25,2.5,2.5,21.293,3.362,1.724,0,29,0,12,0.413793103,19/05/2008,66,24.8,7.4,1.8,100
18081S,TO,O,KNIFE REEF,-18.583333,147.558333,2,-18.571783,147.580383,2009,RMRAP,202809,17,15/05/2009,2009,5,23.2,29.1,15,0,2.5,19.773,2.741,2.016,0,49,0.02,0,0.074626866,15/05/2009,62.9,16.1,16.24,4.76,100
18081S,TO,O,KNIFE REEF,-18.583333,147.558333,2,-18.571783,147.580383,2010,RAP,200910,18,4/11/2010,2010,4,29.4,29,25,2.5,0,25.278,4.259,1.204,0,27,0,21,0.777777778,4/11/2010,64.6,26.1,6.2,3.1,100
18081S,TO,O,KNIFE REEF,-18.583333,147.558333,2,-18.571783,147.580383,2011,RM,203011,19,27/02/2011,2011,2,30.5,29.5,15,2.5,0,15.833,2.704,0.571,5,70,0,0,0,27/02/2011,79.8,14.16,1,5,99.96
18081S,TO,O,KNIFE REEF,-18.583333,147.558333,2,-18.571783,147.580383,2012,RAP,201112,20,23/04/2012,2012,4,30.2,28.8,2.5,2.5,0,2.679,2.5,1.071,0,28,0,13,0.464285714,24/04/2012,87.7,9.5,1.5,1.3,100
18081S,TO,O,KNIFE REEF,-18.583333,147.558333,2,-18.571783,147.580383,2013,RAP,203213,21,28/04/2013,2013,4,31.6,28.3,15,0,2.5,28.092,10.946,1.484,0,36,0.22,0,0,28/04/2013,61.72,5.9,26.19,6.17,99.98
18081S,TO,O,KNIFE REEF,-18.583333,147.558333,2,-18.571783,147.580383,2014,RAP,201314,22,5/05/2014,2014,5,28.1,29.1,7.5,2.5,0,10.804,3.304,0.893,0,28,0,7,0.25,5/05/2014,77.5,15.8,3.5,3.2,100
18081S,TO,O,KNIFE REEF,-18.583333,147.558333,2,-18.571783,147.580383,2015,RM,203415,23,23/06/2015,2015,6,27.9,27.9,45,2.5,2.5,49.25,13.409,1.797,0,55,0,7,0.041666667,23/06/2015,64.7,23.7,8.8,2.8,100
18081S,TO,O,KNIFE REEF,-18.583333,147.558333,2,-18.571783,147.580383,2016,RAP,201516,24,5/05/2016,2016,5,29.8,30.1,25,2.5,2.5,19.375,3.036,3.929,0,28,0,4,0.142857143,5/05/2016,65.2,26.7,5.6,2.5,100
18081S,TO,O,KNIFE REEF,-18.583333,147.558333,2,-18.571783,147.580383,2017,RM,203617,25,15/03/2017,2017,3,29.1,29.7,2.5,2.5,2.5,5.536,4.254,1.818,0,66,0,30,0.466666667,15/03/2017,74.6,19.03,0.91,5.45,99.99
18081S,TO,O,KNIFE REEF,-18.583333,147.558333,2,-18.571783,147.580383,2018,RAP,201718,26,24/04/2018,2018,4,30.5,29.7,15,2.5,0,14.464,2.5,0.536,0,28,0,9,0.321428571,24/04/2018,54.26,38.03,5.71,2,100
18081S,TO,O,KNIFE REEF,-18.583333,147.558333,2,-18.571783,147.580383,2019,RAP,203819,27,10/04/2019,2019,4,32.8,30.1,15,2.5,0,16.5,4.048,1.136,0,76,0.014,9,0,10/04/2019,78.8,15.9,3.9,1.4,100
18081S,TO,O,KNIFE REEF,-18.583333,147.558333,2,-18.571783,147.580383,2020,RAP,201920,28,29/05/2020,2020,5,26.8,29.8,15,2.5,2.5,28.78,2.5,2.619,0,42,0,23,0.547619048,29/05/2020,43.85,47.51,5.44,3.2,100
18081S,TO,O,KNIFE REEF,-18.583333,147.558333,2,-18.571783,147.580383,2021,RM,204021,29,12/09/2021,2021,9,21.5,29.8,15,7.5,2.5,15.833,6.3,1.518,1,47,0,13,0.212765957,12/09/2021,65.39,21.5,2.45,10.66,100
