REEF_ID,SECTOR,SHELF,REEF_NAME,LATITUDE,LONGITUDE,P_CODE,YEAR_CODE,VISIT_NO,REPORT_YEAR,SAMPLE_DATE,SAMPLE_YEAR,SAMPLE_MONTH,REEF_YEAR_CODE_ID,TEMPERATURE,TEMPERATURE_YEAR_AVE,MEDIAN_LIVE_CORAL,MEDIAN_SOFT_CORAL,MEDIAN_DEAD_CORAL,MEAN_LIVE_CORAL,MEAN_SOFT_CORAL,MEAN_DEAD_CORAL,TOTAL_COTS,TOWS,MEAN_COTS_PER_TOW,TOTAL_TROUT,MEAN_TROUT_PER_TOW,SITE_NO,SITE_LATITUDE,SITE_LONGITUDE,SITE_SAMPLE_DATE,ALGAE_COVER,HARD_CORAL_COVER,SOFT_CORAL_COVER,OTHER_COVER
14139S,CL,O,NO NAME REEF,-14.65,145.65,RM,201011,19,2011,1/11/2010,2010,11,14139S201011,31.5,30.2,15,2.5,2.5,15.932,4.28,1.314,0,59,0,32,0.542372881,2,-14.6296,145.64945,30/10/2010,44.3,36.8,12.9,6
14139S,CL,O,NO NAME REEF,-14.65,145.65,RM,201011,19,2011,1/11/2010,2010,11,14139S201011,31.5,30.2,15,2.5,2.5,15.932,4.28,1.314,0,59,0,32,0.542372881,3,-14.631567,145.652683,30/10/2010,47.5,40.7,6.9,4.9
14139S,CL,O,NO NAME REEF,-14.65,145.65,RM,201213,21,2013,10/10/2012,2012,10,14139S201213,29.4,29.4,15,2.5,2.5,14.653,5.324,1.806,0,54,0,20,0.37037037,1,-14.627867,145.645333,10/10/2012,39.5,42.9,13.5,4.1
14139S,CL,O,NO NAME REEF,-14.65,145.65,RM,201213,21,2013,10/10/2012,2012,10,14139S201213,29.4,29.4,15,2.5,2.5,14.653,5.324,1.806,0,54,0,20,0.37037037,2,-14.6296,145.64945,10/10/2012,52.9,29.1,12.4,5.6
14139S,CL,O,NO NAME REEF,-14.65,145.65,RM,201213,21,2013,10/10/2012,2012,10,14139S201213,29.4,29.4,15,2.5,2.5,14.653,5.324,1.806,0,54,0,20,0.37037037,3,-14.631567,145.652683,10/10/2012,66.8,24,5.2,4
16071S,IN,M,MOORE REEF,-16.866667,146.233333,RAP,201314,22,2014,13/03/2014,2014,3,16071S201314,29.2,28,7.5,2.5,0,14.081,6.084,1.536,0,83,0,16,0.192771084,1,-16.847667,146.235833,13/03/2014,43.4,18,31.6,7
16071S,IN,M,MOORE REEF,-16.866667,146.233333,RAP,201314,22,2014,13/03/2014,2014,3,16071S201314,29.2,28,7.5,2.5,0,14.081,6.084,1.536,0,83,0,16,0.192771084,2,-16.849667,146.239333,13/03/2014,35.7,29.7,29.4,5.2
16071S,IN,M,MOORE REEF,-16.866667,146.233333,RAP,201314,22,2014,13/03/2014,2014,3,16071S201314,29.2,28,7.5,2.5,0,14.081,6.084,1.536,0,83,0,16,0.192771084,3,-16.8535,146.242583,13/03/2014,51.2,21.8,20.3,6.7
16071S,IN,M,MOORE REEF,-16.866667,146.233333,RAP,201920,28,2020,17/02/2020,2020,2,16071S201920,33,28.6,2.5,2.5,0,7.097,4.919,0.403,0,93,0,45,0.483870968,1,-16.847667,146.235833,16/02/2020,59.59,16.06,20.42,3.93
16071S,IN,M,MOORE REEF,-16.866667,146.233333,RAP,201920,28,2020,17/02/2020,2020,2,16071S201920,33,28.6,2.5,2.5,0,7.097,4.919,0.403,0,93,0,45,0.483870968,2,-16.849667,146.239333,16/02/2020,62.25,12.31,20.95,4.48
16071S,IN,M,MOORE REEF,-16.866667,146.233333,RAP,201920,28,2020,17/02/2020,2020,2,16071S201920,33,28.6,2.5,2.5,0,7.097,4.919,0.403,0,93,0,45,0.483870968,3,-16.8535,146.242583,16/02/2020,64.73,16.71,13.76,4.8
14139S,CL,O,NO NAME REEF,-14.65,145.65,RM,201415,23,2015,29/11/2014,2014,11,14139S201415,31.4,29.6,7.5,2.5,0,12.407,3.194,0.787,0,54,0,22,0.407407407,1,-14.627867,145.645333,28/11/2014,79.3,12.4,4.9,3.4
14139S,CL,O,NO NAME REEF,-14.65,145.65,RM,201415,23,2015,29/11/2014,2014,11,14139S201415,31.4,29.6,7.5,2.5,0,12.407,3.194,0.787,0,54,0,22,0.407407407,2,-14.6296,145.64945,28/11/2014,64,23.7,8.4,3.9
14139S,CL,O,NO NAME REEF,-14.65,145.65,RM,201415,23,2015,29/11/2014,2014,11,14139S201415,31.4,29.6,7.5,2.5,0,12.407,3.194,0.787,0,54,0,22,0.407407407,3,-14.631567,145.652683,29/11/2014,67.2,25.8,2.9,4.1
16071S,IN,M,MOORE REEF,-16.866667,146.233333,RAP,201112,20,2012,23/02/2012,2012,2,16071S201112,31.1,27.8,7.5,2.5,2.5,11.385,6.824,1.284,0,74,0,10,0.135135135,1,-16.847667,146.235833,22/02/2012,48.9,14.7,29.5,6.9
16071S,IN,M,MOORE REEF,-16.866667,146.233333,RAP,201112,20,2012,23/02/2012,2012,2,16071S201112,31.1,27.8,7.5,2.5,2.5,11.385,6.824,1.284,0,74,0,10,0.135135135,2,-16.849667,146.239333,22/02/2012,50.8,21.7,23.1,4.4
16071S,IN,M,MOORE REEF,-16.866667,146.233333,RAP,201112,20,2012,23/02/2012,2012,2,16071S201112,31.1,27.8,7.5,2.5,2.5,11.385,6.824,1.284,0,74,0,10,0.135135135,3,-16.8535,146.242583,22/02/2012,61.6,20.2,15.2,3
14139S,CL,O,NO NAME REEF,-14.65,145.65,RM,201617,25,2017,9/12/2016,2016,12,14139S201617,32.8,30.6,2.5,2.5,7.5,4.267,2.586,8.836,0,58,0,16,0.275862069,1,-14.627867,145.645333,10/12/2016,85.8,8.2,2.2,3.8
14139S,CL,O,NO NAME REEF,-14.65,145.65,RM,201617,25,2017,9/12/2016,2016,12,14139S201617,32.8,30.6,2.5,2.5,7.5,4.267,2.586,8.836,0,58,0,16,0.275862069,2,-14.6296,145.64945,9/12/2016,81.7,12.6,1.1,4.6
14139S,CL,O,NO NAME REEF,-14.65,145.65,RM,201617,25,2017,9/12/2016,2016,12,14139S201617,32.8,30.6,2.5,2.5,7.5,4.267,2.586,8.836,0,58,0,16,0.275862069,3,-14.631567,145.652683,9/12/2016,83.3,9.2,1.8,5.7
16071S,IN,M,MOORE REEF,-16.866667,146.233333,RAP,200910,18,2010,27/11/2009,2009,11,16071S200910,29.1,28.5,15,7.5,0,13.644,9.965,1.021,0,71,0,14,0.197183099,1,-16.847667,146.235833,27/11/2009,40.64,22.83,29.43,7.11
16071S,IN,M,MOORE REEF,-16.866667,146.233333,RAP,200910,18,2010,27/11/2009,2009,11,16071S200910,29.1,28.5,15,7.5,0,13.644,9.965,1.021,0,71,0,14,0.197183099,2,-16.849667,146.239333,27/11/2009,39.4,31.4,24.6,4.6
16071S,IN,M,MOORE REEF,-16.866667,146.233333,RAP,200910,18,2010,27/11/2009,2009,11,16071S200910,29.1,28.5,15,7.5,0,13.644,9.965,1.021,0,71,0,14,0.197183099,3,-16.8535,146.242583,27/11/2009,38.1,41.7,16.6,3.6
16071S,IN,M,MOORE REEF,-16.866667,146.233333,RAP,200506,14,2006,27/11/2005,2005,11,16071S200506,30.9,28.5,7.5,7.5,2.5,13.767,11.993,1.655,0,74,0,15,0.202702703,1,-16.847667,146.235833,27/11/2005,46.92,21.49,28.03,3.55
16071S,IN,M,MOORE REEF,-16.866667,146.233333,RAP,200506,14,2006,27/11/2005,2005,11,16071S200506,30.9,28.5,7.5,7.5,2.5,13.767,11.993,1.655,0,74,0,15,0.202702703,2,-16.849667,146.239333,27/11/2005,40.09,34.09,23.49,2.33
16071S,IN,M,MOORE REEF,-16.866667,146.233333,RAP,200506,14,2006,27/11/2005,2005,11,16071S200506,30.9,28.5,7.5,7.5,2.5,13.767,11.993,1.655,0,74,0,15,0.202702703,3,-16.8535,146.242583,28/11/2005,48.75,30.12,18.82,2.3
14139S,CL,O,NO NAME REEF,-14.65,145.65,RM,201819,27,2019,2/12/2018,2018,12,14139S201819,32.5,30,7.5,2.5,0,8.417,2.667,0.833,0,60,0,28,0.466666667,1,-14.627867,145.645333,3/12/2018,82.83,10.88,2.95,3.33
14139S,CL,O,NO NAME REEF,-14.65,145.65,RM,201819,27,2019,2/12/2018,2018,12,14139S201819,32.5,30,7.5,2.5,0,8.417,2.667,0.833,0,60,0,28,0.466666667,2,-14.6296,145.64945,2/12/2018,81.55,14.49,0.68,3.28
14139S,CL,O,NO NAME REEF,-14.65,145.65,RM,201819,27,2019,2/12/2018,2018,12,14139S201819,32.5,30,7.5,2.5,0,8.417,2.667,0.833,0,60,0,28,0.466666667,3,-14.631567,145.652683,3/12/2018,79.39,13.96,2.17,4.48
16071S,IN,M,MOORE REEF,-16.866667,146.233333,RAP,201516,24,2016,10/12/2015,2015,12,16071S201516,30,28.3,15,7.5,2.5,16.681,8.132,1.695,1,87,0.011,21,0.24137931,1,-16.847667,146.235833,7/12/2015,29.03,26.02,38.74,6.21
16071S,IN,M,MOORE REEF,-16.866667,146.233333,RAP,201516,24,2016,10/12/2015,2015,12,16071S201516,30,28.3,15,7.5,2.5,16.681,8.132,1.695,1,87,0.011,21,0.24137931,2,-16.849667,146.239333,7/12/2015,29.7,30.6,33.5,6.2
16071S,IN,M,MOORE REEF,-16.866667,146.233333,RAP,201516,24,2016,10/12/2015,2015,12,16071S201516,30,28.3,15,7.5,2.5,16.681,8.132,1.695,1,87,0.011,21,0.24137931,3,-16.8535,146.242583,7/12/2015,45.2,30.4,19.8,4.6
16071S,IN,M,MOORE REEF,-16.866667,146.233333,RAP,201718,26,2018,20/12/2017,2017,12,16071S201718,31.3,28.6,2.5,2.5,0,8.233,4.833,1.033,0,75,0,25,0.333333333,1,-16.847667,146.235833,19/12/2017,56.1,13.1,26.3,4.5
16071S,IN,M,MOORE REEF,-16.866667,146.233333,RAP,201718,26,2018,20/12/2017,2017,12,16071S201718,31.3,28.6,2.5,2.5,0,8.233,4.833,1.033,0,75,0,25,0.333333333,2,-16.849667,146.239333,19/12/2017,60.9,11.5,23.7,3.9
16071S,IN,M,MOORE REEF,-16.866667,146.233333,RAP,201718,26,2018,20/12/2017,2017,12,16071S201718,31.3,28.6,2.5,2.5,0,8.233,4.833,1.033,0,75,0,25,0.333333333,3,-16.8535,146.242583,19/12/2017,72.5,11.2,12.6,3.7
14139S,CL,O,NO NAME REEF,-14.65,145.65,RM,202021,29,2021,25/10/2020,2020,10,14139S202021,30.8,30.4,7.5,2.5,0,22.182,4.318,0.045,0,55,0,26,0.472727273,1,-14.627867,145.645333,24/10/2020,72.92,19.83,4.09,3.17
14139S,CL,O,NO NAME REEF,-14.65,145.65,RM,202021,29,2021,25/10/2020,2020,10,14139S202021,30.8,30.4,7.5,2.5,0,22.182,4.318,0.045,0,55,0,26,0.472727273,2,-14.6296,145.64945,24/10/2020,66.63,26.4,1.94,5.02
14139S,CL,O,NO NAME REEF,-14.65,145.65,RM,202021,29,2021,25/10/2020,2020,10,14139S202021,30.8,30.4,7.5,2.5,0,22.182,4.318,0.045,0,55,0,26,0.472727273,3,-14.631567,145.652683,24/10/2020,64.82,25.3,6.12,3.76
17024S,IN,M,PEART REEF,-17.483333,146.391667,RAP,200506,14,2006,1/12/2005,2005,12,17024S200506,32.3,28.5,7.5,2.5,0,8.878,6.99,0.714,0,49,0,12,0.244897959,1,-17.466517,146.403083,1/12/2005,69.9,14.5,9.5,6.1
17024S,IN,M,PEART REEF,-17.483333,146.391667,RAP,200506,14,2006,1/12/2005,2005,12,17024S200506,32.3,28.5,7.5,2.5,0,8.878,6.99,0.714,0,49,0,12,0.244897959,2,-17.468583,146.405933,2/12/2005,70.12,15.44,11.43,3.01
17024S,IN,M,PEART REEF,-17.483333,146.391667,RAP,200506,14,2006,1/12/2005,2005,12,17024S200506,32.3,28.5,7.5,2.5,0,8.878,6.99,0.714,0,49,0,12,0.244897959,3,-17.47175,146.407783,2/12/2005,79.7,8.9,5.6,5.8
17024S,IN,M,PEART REEF,-17.483333,146.391667,RAP,200708,16,2008,18/08/2007,2007,8,17024S200708,25.3,27.9,7.5,2.5,0,9.115,7.083,0.573,0,48,0,12,0.25,1,-17.466517,146.403083,18/08/2007,64.74,19.64,9.01,6.61
17024S,IN,M,PEART REEF,-17.483333,146.391667,RAP,200708,16,2008,18/08/2007,2007,8,17024S200708,25.3,27.9,7.5,2.5,0,9.115,7.083,0.573,0,48,0,12,0.25,2,-17.468583,146.405933,18/08/2007,62.2,23.1,10.2,4.5
17024S,IN,M,PEART REEF,-17.483333,146.391667,RAP,200708,16,2008,18/08/2007,2007,8,17024S200708,25.3,27.9,7.5,2.5,0,9.115,7.083,0.573,0,48,0,12,0.25,3,-17.47175,146.407783,18/08/2007,68.4,16.9,7.4,7.3
17024S,IN,M,PEART REEF,-17.483333,146.391667,RAP,200910,18,2010,9/04/2010,2010,4,17024S200910,28.3,28.5,20,2.5,2.5,20.25,3.8,1.55,0,50,0,5,0.1,1,-17.466517,146.403083,9/04/2010,41.4,38.6,11.4,8.6
17024S,IN,M,PEART REEF,-17.483333,146.391667,RAP,200910,18,2010,9/04/2010,2010,4,17024S200910,28.3,28.5,20,2.5,2.5,20.25,3.8,1.55,0,50,0,5,0.1,2,-17.468583,146.405933,9/04/2010,50.1,36.6,8.3,5
17024S,IN,M,PEART REEF,-17.483333,146.391667,RAP,200910,18,2010,9/04/2010,2010,4,17024S200910,28.3,28.5,20,2.5,2.5,20.25,3.8,1.55,0,50,0,5,0.1,3,-17.47175,146.407783,9/04/2010,54.5,26.3,11.5,7.7
17024S,IN,M,PEART REEF,-17.483333,146.391667,RAP,201112,20,2012,28/02/2012,2012,2,17024S201112,31.1,27.8,7.5,2.5,2.5,11.146,3.542,1.719,0,48,0,7,0.145833333,1,-17.466517,146.403083,27/02/2012,54.46,30.83,9.61,4.9
17024S,IN,M,PEART REEF,-17.483333,146.391667,RAP,201112,20,2012,28/02/2012,2012,2,17024S201112,31.1,27.8,7.5,2.5,2.5,11.146,3.542,1.719,0,48,0,7,0.145833333,2,-17.468583,146.405933,27/02/2012,55.6,31.4,10.3,2.7
17024S,IN,M,PEART REEF,-17.483333,146.391667,RAP,201112,20,2012,28/02/2012,2012,2,17024S201112,31.1,27.8,7.5,2.5,2.5,11.146,3.542,1.719,0,48,0,7,0.145833333,3,-17.47175,146.407783,28/02/2012,57.4,27.9,7.6,7.1
17024S,IN,M,PEART REEF,-17.483333,146.391667,RAP,201314,22,2014,21/03/2014,2014,3,17024S201314,29.2,28,25,2.5,2.5,19.122,6.223,1.809,0,47,0,1,0.021276596,1,-17.466517,146.403083,21/03/2014,44,42.2,9,4.8
17024S,IN,M,PEART REEF,-17.483333,146.391667,RAP,201314,22,2014,21/03/2014,2014,3,17024S201314,29.2,28,25,2.5,2.5,19.122,6.223,1.809,0,47,0,1,0.021276596,2,-17.468583,146.405933,21/03/2014,45.9,41.5,7.1,5.5
17024S,IN,M,PEART REEF,-17.483333,146.391667,RAP,201314,22,2014,21/03/2014,2014,3,17024S201314,29.2,28,25,2.5,2.5,19.122,6.223,1.809,0,47,0,1,0.021276596,3,-17.47175,146.407783,21/03/2014,42.21,44.35,8.22,5.22
17024S,IN,M,PEART REEF,-17.483333,146.391667,RAP,201516,24,2016,13/12/2015,2015,12,17024S201516,30,28.3,15,7.5,2.5,21.295,7.5,2.5,53,55,0.964,2,0.036363636,1,-17.466517,146.403083,14/12/2015,39.21,45.05,7.92,7.82
17024S,IN,M,PEART REEF,-17.483333,146.391667,RAP,201516,24,2016,13/12/2015,2015,12,17024S201516,30,28.3,15,7.5,2.5,21.295,7.5,2.5,53,55,0.964,2,0.036363636,2,-17.468583,146.405933,14/12/2015,46.6,38.8,7.7,6.5
17024S,IN,M,PEART REEF,-17.483333,146.391667,RAP,201516,24,2016,13/12/2015,2015,12,17024S201516,30,28.3,15,7.5,2.5,21.295,7.5,2.5,53,55,0.964,2,0.036363636,3,-17.47175,146.407783,14/12/2015,44.8,41.8,8.9,4.5
17024S,IN,M,PEART REEF,-17.483333,146.391667,RAP,201718,26,2018,19/02/2018,2018,2,17024S201718,30.8,28.4,2.5,2.5,2.5,4.022,3.043,1.793,20,46,0.435,2,0.043478261,1,-17.466517,146.403083,19/02/2018,76.7,8.8,6,8.5
17024S,IN,M,PEART REEF,-17.483333,146.391667,RAP,201718,26,2018,19/02/2018,2018,2,17024S201718,30.8,28.4,2.5,2.5,2.5,4.022,3.043,1.793,20,46,0.435,2,0.043478261,2,-17.468583,146.405933,19/02/2018,75.1,14.8,7.1,3
17024S,IN,M,PEART REEF,-17.483333,146.391667,RAP,201718,26,2018,19/02/2018,2018,2,17024S201718,30.8,28.4,2.5,2.5,2.5,4.022,3.043,1.793,20,46,0.435,2,0.043478261,3,-17.47175,146.407783,19/02/2018,77.4,10.4,6.4,5.8
17024S,IN,M,PEART REEF,-17.483333,146.391667,RAP,201920,28,2020,22/02/2020,2020,2,17024S201920,33,28.6,2.5,2.5,0,8.01,2.806,0.612,0,49,0,6,0.12244898,1,-17.466517,146.403083,21/02/2020,70.12,12.52,8.06,9.3
17024S,IN,M,PEART REEF,-17.483333,146.391667,RAP,201920,28,2020,22/02/2020,2020,2,17024S201920,33,28.6,2.5,2.5,0,8.01,2.806,0.612,0,49,0,6,0.12244898,2,-17.468583,146.405933,22/02/2020,71.06,16.26,8.94,3.74
17024S,IN,M,PEART REEF,-17.483333,146.391667,RAP,201920,28,2020,22/02/2020,2020,2,17024S201920,33,28.6,2.5,2.5,0,8.01,2.806,0.612,0,49,0,6,0.12244898,3,-17.47175,146.407783,22/02/2020,78.51,13.23,5.46,2.79
17064S,IN,M,TAYLOR REEF,-17.833333,146.55,RAP,200506,14,2006,6/12/2005,2005,12,17064S200506,32.3,28.5,2.5,2.5,0,2.843,7.941,0.539,0,51,0,11,0.215686275,1,-17.810717,146.571617,6/12/2005,75.65,6.43,10.11,7.81
17064S,IN,M,TAYLOR REEF,-17.833333,146.55,RAP,200506,14,2006,6/12/2005,2005,12,17064S200506,32.3,28.5,2.5,2.5,0,2.843,7.941,0.539,0,51,0,11,0.215686275,2,-17.8122,146.575267,6/12/2005,70.58,4.01,22.31,3.1
17064S,IN,M,TAYLOR REEF,-17.833333,146.55,RAP,200506,14,2006,6/12/2005,2005,12,17064S200506,32.3,28.5,2.5,2.5,0,2.843,7.941,0.539,0,51,0,11,0.215686275,3,-17.814533,146.578067,6/12/2005,73.3,7.26,17.83,1.61
17064S,IN,M,TAYLOR REEF,-17.833333,146.55,RAP,200708,16,2008,20/08/2007,2007,8,17064S200708,25.3,27.9,2.5,2.5,0,2.543,2.716,0.216,0,58,0,15,0.25862069,1,-17.810717,146.571617,1/05/2008,85.59,7.09,3.57,3.75
17064S,IN,M,TAYLOR REEF,-17.833333,146.55,RAP,200708,16,2008,20/08/2007,2007,8,17064S200708,25.3,27.9,2.5,2.5,0,2.543,2.716,0.216,0,58,0,15,0.25862069,2,-17.8122,146.575267,1/05/2008,93.8,2.89,1.65,1.66
17064S,IN,M,TAYLOR REEF,-17.833333,146.55,RAP,200708,16,2008,20/08/2007,2007,8,17064S200708,25.3,27.9,2.5,2.5,0,2.543,2.716,0.216,0,58,0,15,0.25862069,3,-17.814533,146.578067,1/05/2008,95.85,2.22,0.75,1.18
17064S,IN,M,TAYLOR REEF,-17.833333,146.55,RAP,200910,18,2010,7/04/2010,2010,4,17064S200910,28.3,28.5,15,2.5,2.5,12.234,3.138,1.649,0,47,0,9,0.191489362,1,-17.810717,146.571617,7/04/2010,66,21.2,6.9,5.9
17064S,IN,M,TAYLOR REEF,-17.833333,146.55,RAP,200910,18,2010,7/04/2010,2010,4,17064S200910,28.3,28.5,15,2.5,2.5,12.234,3.138,1.649,0,47,0,9,0.191489362,2,-17.8122,146.575267,7/04/2010,70.8,18.4,6,4.8
17064S,IN,M,TAYLOR REEF,-17.833333,146.55,RAP,200910,18,2010,7/04/2010,2010,4,17064S200910,28.3,28.5,15,2.5,2.5,12.234,3.138,1.649,0,47,0,9,0.191489362,3,-17.814533,146.578067,7/04/2010,80.6,13,2.8,3.6
17064S,IN,M,TAYLOR REEF,-17.833333,146.55,RAP,201112,20,2012,1/03/2012,2012,3,17064S201112,29.6,27.8,2.5,2.5,2.5,6.786,2.602,1.429,0,49,0,18,0.367346939,1,-17.810717,146.571617,1/03/2012,79.4,16,1.8,2.7
17064S,IN,M,TAYLOR REEF,-17.833333,146.55,RAP,201112,20,2012,1/03/2012,2012,3,17064S201112,29.6,27.8,2.5,2.5,2.5,6.786,2.602,1.429,0,49,0,18,0.367346939,2,-17.8122,146.575267,1/03/2012,69.5,23.9,3.7,2.9
17064S,IN,M,TAYLOR REEF,-17.833333,146.55,RAP,201112,20,2012,1/03/2012,2012,3,17064S201112,29.6,27.8,2.5,2.5,2.5,6.786,2.602,1.429,0,49,0,18,0.367346939,3,-17.814533,146.578067,1/03/2012,73.7,21.6,2.1,2.6
17064S,IN,M,TAYLOR REEF,-17.833333,146.55,RAP,201516,24,2016,17/12/2015,2015,12,17064S201516,30,28.3,35,2.5,2.5,45.614,2.5,2.5,0,57,0,3,0.052631579,1,-17.810717,146.571617,17/12/2015,28.9,56.4,4.9,9.8
17064S,IN,M,TAYLOR REEF,-17.833333,146.55,RAP,201516,24,2016,17/12/2015,2015,12,17064S201516,30,28.3,35,2.5,2.5,45.614,2.5,2.5,0,57,0,3,0.052631579,2,-17.8122,146.575267,17/12/2015,24.8,64.2,5.1,5.9
17064S,IN,M,TAYLOR REEF,-17.833333,146.55,RAP,201516,24,2016,17/12/2015,2015,12,17064S201516,30,28.3,35,2.5,2.5,45.614,2.5,2.5,0,57,0,3,0.052631579,3,-17.814533,146.578067,17/12/2015,20.6,68.3,2.5,8.6
17064S,IN,M,TAYLOR REEF,-17.833333,146.55,RAP,201718,26,2018,22/02/2018,2018,2,17064S201718,30.8,28.4,2.5,2.5,2.5,9.388,2.704,3.52,642,49,13.102,24,0.489795918,1,-17.810717,146.571617,22/02/2018,87.6,2.6,3.8,6
17064S,IN,M,TAYLOR REEF,-17.833333,146.55,RAP,201718,26,2018,22/02/2018,2018,2,17064S201718,30.8,28.4,2.5,2.5,2.5,9.388,2.704,3.52,642,49,13.102,24,0.489795918,2,-17.8122,146.575267,22/02/2018,88.9,5.1,2.8,3.2
17064S,IN,M,TAYLOR REEF,-17.833333,146.55,RAP,201718,26,2018,22/02/2018,2018,2,17064S201718,30.8,28.4,2.5,2.5,2.5,9.388,2.704,3.52,642,49,13.102,24,0.489795918,3,-17.814533,146.578067,22/02/2018,93.2,2.5,2.2,2.1
17064S,IN,M,TAYLOR REEF,-17.833333,146.55,RAP,201920,28,2020,26/02/2020,2020,2,17064S201920,33,28.6,2.5,2.5,0,7.727,3.318,1.045,0,55,0,23,0.418181818,1,-17.810717,146.571617,25/02/2020,80.85,4.41,8.24,6.5
17064S,IN,M,TAYLOR REEF,-17.833333,146.55,RAP,201920,28,2020,26/02/2020,2020,2,17064S201920,33,28.6,2.5,2.5,0,7.727,3.318,1.045,0,55,0,23,0.418181818,2,-17.8122,146.575267,25/02/2020,84.4,5.66,6.47,3.47
17064S,IN,M,TAYLOR REEF,-17.833333,146.55,RAP,201920,28,2020,26/02/2020,2020,2,17064S201920,33,28.6,2.5,2.5,0,7.727,3.318,1.045,0,55,0,23,0.418181818,3,-17.814533,146.578067,26/02/2020,89.62,3.09,2.89,4.39
14045S,PC,O,SAND BANK NO 1 REEF,-14.191667,144.916667,RM,201819,27,2019,5/01/2019,2019,1,14045S201819,31.3,31.6,15,2.5,2.5,14.464,4.048,2.5,0,42,0,35,0.833333333,1,-14.191183,144.891367,5/01/2019,59.4,25.49,12.05,3.05
14045S,PC,O,SAND BANK NO 1 REEF,-14.191667,144.916667,RM,201819,27,2019,5/01/2019,2019,1,14045S201819,31.3,31.6,15,2.5,2.5,14.464,4.048,2.5,0,42,0,35,0.833333333,2,-14.190817,144.895133,6/01/2019,57.8,31.88,6.72,3.59
14045S,PC,O,SAND BANK NO 1 REEF,-14.191667,144.916667,RM,201819,27,2019,5/01/2019,2019,1,14045S201819,31.3,31.6,15,2.5,2.5,14.464,4.048,2.5,0,42,0,35,0.833333333,3,-14.191717,144.90045,6/01/2019,57,34.69,4.42,3.89
14045S,PC,O,SAND BANK NO 1 REEF,-14.191667,144.916667,RMRAP,201920,28,2020,11/12/2019,2019,12,14045S201920,36.5,31.6,25,2.5,0,25.658,2.895,0.724,0,38,0,31,0.815789474,1,-14.191183,144.891367,11/12/2019,55.11,29.21,10.4,5.27
14045S,PC,O,SAND BANK NO 1 REEF,-14.191667,144.916667,RMRAP,201920,28,2020,11/12/2019,2019,12,14045S201920,36.5,31.6,25,2.5,0,25.658,2.895,0.724,0,38,0,31,0.815789474,2,-14.190817,144.895133,11/12/2019,65.09,26.55,6.11,2.25
14045S,PC,O,SAND BANK NO 1 REEF,-14.191667,144.916667,RMRAP,201920,28,2020,11/12/2019,2019,12,14045S201920,36.5,31.6,25,2.5,0,25.658,2.895,0.724,0,38,0,31,0.815789474,3,-14.191717,144.90045,11/12/2019,58.09,35.96,4.02,1.93
14045S,PC,O,SAND BANK NO 1 REEF,-14.191667,144.916667,RM,202021,29,2021,19/12/2020,2020,12,14045S202021,34.8,32.6,35,7.5,2.5,32.5,6.389,1.278,0,45,0,17,0.377777778,1,-14.191183,144.891367,20/12/2020,52.24,34.47,8.47,4.82
14045S,PC,O,SAND BANK NO 1 REEF,-14.191667,144.916667,RM,202021,29,2021,19/12/2020,2020,12,14045S202021,34.8,32.6,35,7.5,2.5,32.5,6.389,1.278,0,45,0,17,0.377777778,2,-14.190817,144.895133,20/12/2020,49.99,39.01,6.89,4.12
14045S,PC,O,SAND BANK NO 1 REEF,-14.191667,144.916667,RM,202021,29,2021,19/12/2020,2020,12,14045S202021,34.8,32.6,35,7.5,2.5,32.5,6.389,1.278,0,45,0,17,0.377777778,3,-14.191717,144.90045,20/12/2020,37.28,54.66,5.79,2.27
20309S,PO,M,TERN REEF(20309),-20.908333,150.033333,RAP,200506,14,2006,2/07/2006,2006,7,20309S200506,21.5,26.5,35,2.5,2.5,38.657,3.889,2.5,0,27,0,13,0.481481481,1,-20.899083,150.028933,2/07/2006,48.86,41.53,8.01,1.6
20309S,PO,M,TERN REEF(20309),-20.908333,150.033333,RAP,200506,14,2006,2/07/2006,2006,7,20309S200506,21.5,26.5,35,2.5,2.5,38.657,3.889,2.5,0,27,0,13,0.481481481,2,-20.899433,150.032783,3/07/2006,39.43,42.96,6.2,11.4
20309S,PO,M,TERN REEF(20309),-20.908333,150.033333,RAP,200506,14,2006,2/07/2006,2006,7,20309S200506,21.5,26.5,35,2.5,2.5,38.657,3.889,2.5,0,27,0,13,0.481481481,3,-20.901667,150.036017,3/07/2006,40.55,49.31,4.36,5.77
20309S,PO,M,TERN REEF(20309),-20.908333,150.033333,RAP,200708,16,2008,20/06/2008,2008,6,20309S200708,22.7,26.5,45,2.5,2.5,46.208,2.5,2.583,141,30,4.7,36,1.2,1,-20.899083,150.028933,12/06/2008,72.1,12.7,11.4,3.8
20309S,PO,M,TERN REEF(20309),-20.908333,150.033333,RAP,200708,16,2008,20/06/2008,2008,6,20309S200708,22.7,26.5,45,2.5,2.5,46.208,2.5,2.583,141,30,4.7,36,1.2,2,-20.899433,150.032783,11/06/2008,40.26,45.9,8.26,5.58
20309S,PO,M,TERN REEF(20309),-20.908333,150.033333,RAP,200708,16,2008,20/06/2008,2008,6,20309S200708,22.7,26.5,45,2.5,2.5,46.208,2.5,2.583,141,30,4.7,36,1.2,3,-20.901667,150.036017,11/06/2008,36.41,47.6,8.82,7.16
