SECTOR,SHELF,REEF_NAME,REEF_ID,YEAR_CODE,REEF_YEAR_CODE_ID,LATITUDE,LONGITUDE,P_CODE,VISIT_NO,REPORT_YEAR,SAMPLE_DATE,SAMPLE_YEAR,SAMPLE_MONTH,TEMPERATURE,TEMPERATURE_YEAR_AVE,MEDIAN_LIVE_CORAL,MEDIAN_SOFT_CORAL,MEDIAN_DEAD_CORAL,MEAN_LIVE_CORAL,MEAN_SOFT_CORAL,MEAN_DEAD_CORAL,TOTAL_COTS,TOWS,MEAN_COTS_PER_TOW,TOTAL_TROUT,MEAN_TROUT_PER_TOW,SITE_NO,SITE_LATITUDE,SITE_LONGITUDE,SITE_SAMPLE_DATE,ALGAE_COVER,HARD_CORAL_COVER,SOFT_CORAL_COVER,OTHER_COVER
IN,O,PENRITH REEF,18032S,201869,14126S200607,-11.025,145.78181,RMRAP,18,2021,26/08/2014,2021,10,32.4,29.1,8.048,2.47,0,15.222,7.961,0.47,4,33,0.022,105,0.128946603,1,-16.74842,145.580456,14/06/1993,64.85,18.04,23.52,4.34
CA,O,POMPEY REEF (NO 2),16060S,201798,16019S200304,-21.306585,152.084867,RAP,6,2020,28/02/2015,1995,9,26.1,29.5,25.578,2.62,2.49,9.364,21.697,0,3,39,0.044,1,0.516222038,2,-21.764425,151.947493,21/10/2003,29.2,12.15,2.34,3.16
PO,M,JOHN BREWER REEF,21187S,201817,11016S201920,-15.749501,147.366957,RMRAP,19,2020,30/04/2000,2013,5,31.6,29.8,4.254,2.41,0,18.223,7.003,0.233,1,64,0,9,0.723642269,1,-18.334339,147.31371,27/01/2019,44.68,4.76,5.28,4.96
SW,M,ARLINGTON REEF,14045S,200857,23080S201920,-21.427211,151.623402,RAP,23,2014,28/02/2015,2007,8,27.4,27.7,49.768,2.72,2.42,28.593,2.125,1.61,0,24,0.016,54,4.723060824,1,-17.441916,151.731761,10/11/2006,57.76,1.71,0,3.42
TO,M,MONSOON REEF,16049S,202021,18032S199697,-18.123727,143.256439,RAP,27,2014,21/04/2012,2013,1,25.9,29.2,15.133,2.51,2.47,3.198,2.907,0.286,3,54,0.001,10,0.534503876,2,-18.486206,147.086601,27/01/2019,88.47,0.33,1.05,8.29
PO,O,RIB REEF,19138S,200051,19131S199596,-19.431562,148.820558,RM,9,2000,8/03/2016,2003,11,31.2,26.2,25.414,23.02,0,29.347,3.094,1.978,3,24,0.002,1,0.03155598,1,-21.02518,149.589079,5/12/2019,16.7,18.77,0.23,4.79
SW,M,SLATE REEF,18034S,201773,20353S201920,-21.644153,149.544273,RM,23,2014,23/01/2021,2001,1,30.2,27.7,3.055,2.53,0,13.272,4.073,0.427,291,20,2.697,0,0,1,-23.324517,145.783086,28/11/2007,55.42,54.21,1.51,2.18
CA,O,CARTER REEF,23082S,201222,23080S201718,-21.572377,151.780763,RAP,22,2016,31/10/2003,2008,4,28.1,27.3,25.626,2.47,2.44,32.944,2.857,0.881,3,22,0.079,60,0.647589699,1,-23.703839,152.552815,11/11/2006,35.42,10.35,1.53,0.93
CB,O,EAST CAY REEF,16068S,201890,22102S200910,-11.025,151.993125,RM,29,2020,4/01/2020,2018,9,29.3,27.2,8.17,2.38,2.44,15.574,3.683,2.174,1,59,0,32,0.770235863,2,-23.593549,151.821315,27/09/2019,53.73,12.57,0,2.18
CB,O,EAST CAY REEF,21572S,200741,16015S202021,-21.542943,143.25,RMRAP,16,2019,17/05/2016,2018,1,31,25.8,25.528,2.55,2.51,21.978,2.837,2.485,2,48,0.043,0,0.614976531,3,-16.299639,144.239107,22/10/2020,52.48,12.29,1.69,9.59
SW,M,DAVIE REEF,22102S,202021,16049S199495,-11.025,152.301897,RAP,25,2017,19/01/2006,2012,9,27,26.8,35.54,2.6,0,14.327,6.237,2.486,2,47,5.32,126,0.519389141,1,-21.377175,145.835083,9/11/1996,64.37,24.64,2.14,17.59
SW,O,ST CRISPIN REEF,23082S,201270,23080S201718,-11.025,152.400088,RAP,27,2018,16/09/2000,2013,11,29.6,25.7,25.211,2.58,2.44,17.242,2.57,1.366,0,62,0,48,2.106431568,3,-21.588157,148.094663,28/11/1994,43.03,31.02,0,3.27
CA,O,BROOMFIELD REEF,14116S,201654,16054S202021,-18.343304,146.637571,RM,20,1997,5/12/1999,1998,9,29,30,25.254,2.45,2.54,12.095,2.715,1.573,3,47,0.042,25,0,1,-21.638307,147.236267,7/12/1997,56.71,11.81,3.15,0.5
PO,M,MARTIN REEF(14123),23068S,202021,17014S201112,-15.715974,145.346552,RMRAP,24,2017,21/04/1998,2012,5,32,28.7,4.632,2.48,0,6.017,3.069,0.56,0,70,0,28,0.271874473,3,-18.75752,145.1456,27/02/2019,48.21,16,0.36,3.05
CA,O,FAIRFAX ISLANDS REEF,21556S,201185,21062S201516,-16.552925,151.982907,RM,14,2017,1/12/2004,2012,10,29.1,29.4,25.601,2.51,2.5,7.965,2.515,1.533,1,51,0,1,3.912370398,3,-20.751379,143.25005,6/01/2013,21.74,14.8,0.58,0.8
WH,O,HEDLEY REEF,14123S,199594,20014S200001,-19.844897,148.898565,RM,5,2002,22/03/2007,2001,3,27.5,26.3,15.816,14.2,2.51,25.618,0,0.66,0,90,0,1,0,2,-20.019897,145.389077,17/04/1997,15.17,13.8,0,20.22
CB,O,BOULT REEF,23082S,201542,16019S200506,-22.832608,152.115253,RAP,27,2006,11/09/2002,2017,7,29.5,25.8,25.81,2.42,2.43,40.891,2.532,2.513,2,31,0.023,32,0.682465095,1,-23.890883,151.78376,25/01/2017,15.83,7.72,0.99,3.99
CA,M,OPAL (2),18034S,199740,18086S201213,-19.755388,145.268488,RM,6,2003,8/03/2016,1996,2,25.7,26.2,15.362,13.98,0,15.652,0.15,0.331,3,32,0,2,0,1,-15.111499,148.612274,5/12/2002,66.27,15.52,2.67,10.24
PO,M,21139S,21562S,200450,23080S201920,-20.791655,149.599473,RM,15,2011,10/12/2010,2006,3,27.6,29.7,15.396,2.5,1.14,23.22,3.287,2.37,3,26,0,6,0.772626383,1,-21.549548,145.526354,16/10/1999,15.62,37.83,5.52,11.98
CA,O,RIB REEF,19207S,200543,16028S199697,-16.406989,145.614856,RM,24,2012,5/12/2020,2002,12,33.6,29.4,35.364,2.41,2.46,10.89,3.738,0.179,0,100,0,2,4.071344503,2,-17.178273,145.513639,28/01/1997,44.51,9.98,2.73,9.67
CB,O,OPAL (2),22088S,201538,23082S200304,-21.510499,152.23114,RM,29,2014,4/01/2020,2004,6,31.5,27.1,14.827,2.61,2.41,21.663,3.048,0.896,2,50,0,23,0.474776687,1,-23.890883,152.144222,1/09/2020,48.07,22.31,0.16,1.19
CG,M,LINNET REEF,16049S,201840,21305S201718,-20.800286,152.300629,RMRAP,21,2020,21/10/1992,2007,4,27.4,27.2,25.656,2.43,0,6.793,2.586,0.237,0,64,0,80,0.630011726,3,-21.879698,143.25005,7/03/2006,52.48,11.47,4.08,1.84
PO,M,HYDE REEF,23082S,201695,23080S201112,-20.545452,151.841239,RAP,25,2004,27/11/2008,2006,5,21.5,25.7,25.625,2.43,2.48,23.32,4.84,0.391,3,39,0.014,132,0.630311958,1,-21.609028,152.180871,11/11/2006,17.1,24.73,1.2,2.12
TO,I,LIZARD ISLAND,16071S,201569,14138S201819,-18.573451,147.832986,RAP,27,2008,1/05/2014,2011,7,29.1,29.2,4.551,2.44,0,2.5,17.393,0.258,1,78,0,11,0.764938705,1,-18.626178,147.309869,13/01/2007,59.86,2.22,0,10.47
CA,I,HAYMAN ISLAND REEF,18042S,202021,12061S202021,-18.315152,145.347609,RM,26,2003,30/04/2014,2006,4,29.8,29.4,7.445,2.43,0,5.506,3.19,0,1,30,0.058,10,0.130569368,1,-18.739879,143.25005,27/11/2019,56.44,8.78,0,22.83
SW,O,11162S,16028S,200364,16060S201415,-23.190721,151.898705,RM,24,2016,24/09/2001,2016,4,28.9,26.2,32.318,2.49,2.46,36.582,7.958,1.354,1,41,0.046,14,0.011977728,1,-23.72178,151.781476,9/09/2002,18.57,50.3,0,3.36
CB,O,SLATE REEF,20353S,199742,18039S199596,-18.048564,145.470117,RM,28,1996,30/03/2010,2010,8,25.7,26.1,3.753,2.46,2.49,28.282,0,0.651,0,79,0,1,0.758944746,3,-13.987099,149.474525,13/01/2015,21.39,40.27,11.56,17.72
CA,O,DAVIE REEF,16019S,200441,14138S199899,-11.704973,145.150995,RM,22,2018,9/03/2003,2011,5,26.4,26.9,25.346,2.44,2.46,4.651,3.492,1.543,21,27,0.001,10,0.347738537,1,-16.578956,147.008244,26/05/2013,41.71,9.75,0,1.68
CA,M,DIP REEF,14138S,200940,16049S199495,-15.563732,145.995317,RM,2,2009,31/08/2016,2015,5,31.6,29.6,15.347,7.49,0.06,33.683,21.248,1.482,1224,68,0,0,0.005190464,3,-16.979086,143.25005,28/05/1995,58.08,14.5,10.94,5.34
SW,M,ONE TREE REEF,20351A,201465,23080S201314,-21.579116,152.157511,RAP,24,2018,5/08/2001,2010,10,25.3,26.3,25.281,2.52,2.47,33.592,2.753,1.264,1,16,0.01,12,0.797554388,1,-22.463544,151.951371,27/08/2020,22.41,18.36,2.45,3.74
CB,O,CHINAMAN REEF(22102),23082S,201779,23080S200708,-21.274676,152.011987,RAP,20,2005,6/01/2010,2006,7,24.2,26.2,35.653,2.48,2.46,41.219,2.989,1.464,88,49,0,31,0.710552186,1,-22.294894,152.039228,11/11/2006,42.75,22.35,0.16,3.85
CL,O,21302S,22102S,201482,18086S201011,-16.831655,148.595134,RM,5,2001,24/09/2001,1995,8,30.2,29,25.642,7.82,0,3.775,9.501,0.111,3,83,0.023,0,0.004357091,2,-16.409137,148.567835,10/12/2020,72.22,19.47,11.8,8.58
SW,M,11049S,15099C,201031,19209S200304,-15.986398,147.318653,RM,19,2014,31/08/2016,1997,4,29.8,31.2,3.673,2.4,2.47,30.628,2.449,1.163,0,41,0.034,1,0.315918109,3,-12.964896,144.246777,26/03/2000,69.72,19.16,0.06,1.26
SW,O,SAND BANK NO 1 REEF,21529S,201166,23045A200910,-15.942829,152.470474,RAP,26,2018,5/08/2001,2019,12,26.5,25.9,45.295,2.56,2.47,26.544,2.883,0,1,53,0.053,49,2.097541662,1,-23.650998,151.948776,10/11/2006,57.15,8.42,0,5.57
CB,M,TURNER REEF,19131S,199922,14137S200809,-23.356908,151.95205,RAP,6,2018,5/08/2001,2015,1,28.8,26.2,15.836,2.45,2.51,18.64,2.549,3.435,1,56,0,17,0,1,-22.170214,152.52608,29/10/1992,19.6,35.79,0,2.54
CG,M,MICHAELMAS REEF,22104S,202021,23082S201920,-11.025,145.394527,RMRAP,24,2021,28/11/2004,2009,12,31.2,28.9,3.843,7.59,2.55,2.5,2.171,0.682,0,128,0,3,0.335706323,3,-18.746145,147.066233,2/05/2005,74.41,0.19,17.66,7.7
IN,M,MICHAELMAS REEF,23082S,201544,18065S200607,-11.275034,143.687013,RAP,10,2013,18/08/2007,2014,8,27.7,30,59.688,2.46,2.49,2.5,3.215,2.275,22,59,0,57,0.507373424,2,-22.120665,152.43902,1/12/2010,74.25,47.6,1.87,3.41
CL,O,POMPEY REEF (NO 1),22102S,200658,18076S201314,-20.45351,146.990378,RAP,26,2014,5/08/2001,1996,5,28,29,4.871,2.61,0.93,29.543,3.048,0.134,1,23,0,18,0.661136849,1,-18.953624,143.25005,13/09/2013,50.83,28.1,0,2.97
WH,O,20104S,18032S,199944,19131S199697,-19.72895,151.556088,RM,21,1998,17/12/2020,1998,2,25.5,26.4,24.797,0.37,2.44,15.385,4.647,1.77,3,44,0,1,0,3,-20.102036,145.576691,4/02/1995,42.01,18.88,22.58,12.02
TO,M,19131S,16028S,201009,20353S201920,-17.608963,147.507853,RAP,12,1999,2/07/2006,1996,5,31.4,29,8.263,0.07,0,31.312,2.672,2.371,77,34,0,25,0.567340955,3,-17.680882,147.212898,25/04/2013,45.13,33.07,5.75,5.95
TO,I,22084S,16049S,202017,12061S202021,-18.272656,147.247137,RAP,29,2021,5/05/2011,2011,11,29,29.5,7.877,2.36,2.48,2.5,3.061,1.901,1,93,0,8,0.630700372,1,-18.49769,147.226281,27/01/2019,82.41,3.71,0,3
SW,O,CARTER REEF,15099C,200143,16015S199900,-15.616749,152.353255,RM,17,1997,20/09/2001,2017,9,30.8,30.5,21.389,0.18,2.42,24.044,9.83,0.961,2,90,0,0,0.013386944,1,-22.20578,151.946969,5/12/2015,35.98,10.58,1.4,6.22
CA,O,ERSKINE REEF,21556S,200089,16015S199900,-15.682883,145.155537,RM,6,2021,13/01/2004,1993,11,32.3,29.7,15.617,2.6,0,21.94,6.203,0.717,40,100,0.006,2,0.184927625,2,-14.873877,145.230712,22/02/2012,51.56,17.66,3.31,3.69
PC,O,DIP REEF,14137S,202021,18032S201011,-22.039122,147.261409,RAP,23,2008,20/03/2021,2014,9,29.3,30.2,26.707,2.51,0,6.022,2.793,2.301,1,24,0,22,0.160586459,1,-18.641537,147.241919,12/01/2012,77.31,20.9,0.22,2.1
TO,M,RIB REEF,19207S,200746,20067A200203,-20.70668,149.565745,RAP,6,2010,26/08/2012,2001,9,27.9,29.3,26.191,0,2.48,27.405,5.733,1.897,4,34,0,0,0.024926003,1,-18.665363,149.078437,2/05/2005,20.34,8.97,0.55,56.4
CB,O,WRECK ISLAND REEF,14126S,201059,23080S201112,-21.538485,152.405952,RAP,25,2012,11/09/2002,1997,7,25.7,26.9,48.932,2.54,2.46,50.42,2.78,0.809,3,78,0.064,67,0.595539867,1,-23.834569,152.116936,11/11/2006,33.16,10.81,1.23,1.61
PO,O,ROXBURGH REEF,14138S,201732,23051S201011,-21.213012,151.173612,RAP,28,2021,24/09/2018,2016,4,30,26.9,25.577,2.64,2.45,33.639,3.224,1.469,3,66,0,32,0.361242169,2,-23.44445,143.25005,21/11/2006,28.16,14.1,2.62,6.2
CL,O,19138S,16060S,200392,18039S199596,-16.095566,150.173159,RM,7,2008,18/07/2000,1995,2,32.5,29.8,15.843,7.79,0,13.13,0.515,0.713,2,65,0,0,0.011934751,3,-20.109604,145.459812,13/02/2002,34.35,2.09,8.94,19.04
WH,O,EAST CAY REEF,14137S,201902,23080S200708,-21.385787,151.666468,RAP,23,2013,5/08/2001,2014,8,24.5,27.5,36.994,2.45,2.51,35.778,2.141,1.176,1,56,0,43,2.172952573,1,-23.890883,152.027283,8/12/1998,26.79,13.73,0,1.23
PO,O,ERSKINE REEF,16054S,199673,18086S199495,-16.046484,148.767986,RM,5,2005,29/11/2018,1999,4,28.6,28.9,25.62,0.11,0,11.858,0.341,2.479,1,33,0,1,0.016887988,3,-16.263864,148.755539,2/04/1994,34.81,12.81,0,18.61
CL,O,ST CRISPIN REEF,12056S,200648,16028S200607,-18.296373,145.832036,RM,24,2005,30/04/2011,2001,9,26.2,28.9,36.203,2.53,2.56,25.718,5.832,1.377,4,65,0,0,0.096145415,2,-16.839703,145.817159,20/09/2001,52.56,10.45,17.68,3.11
PO,O,THETFORD REEF,22088S,200822,12061S202021,-15.902866,147.06292,RM,29,2013,8/12/1998,2018,4,26.6,28.8,7.277,2.58,0,3.305,16.588,0.701,2,59,0.011,10,0.396651689,3,-18.654398,148.955352,19/12/2016,62.35,5.36,0.06,2.09
IN,O,LADY MUSGRAVE REEF,16028S,201079,11016S201920,-18.376205,145.601713,RM,12,2004,23/04/2012,2017,9,24.7,29.9,4.228,2.59,0,12.242,2.509,0.445,3,53,0.013,5,0.204084053,2,-18.783068,144.089603,30/11/2013,66.13,13.13,0.82,5.37
CA,I,LITTLE KELSO REEF,18086S,201308,11016S201920,-15.84437,145.835566,RM,22,2010,14/03/1999,1996,1,31.6,29.4,8.574,2.47,0,13.094,2.954,0.514,2,76,0,20,0.235786535,2,-18.571731,146.23421,7/11/2020,79.87,7.13,20.52,10.82
IN,M,TAYLOR REEF,16015S,202009,14138S201819,-11.025,150.747542,RAP,15,2015,16/09/2018,1998,11,30.9,31.4,7.878,2.5,0,12.302,6.803,1.697,0,56,0.363,78,0.781786114,1,-23.463186,143.580289,1/12/2010,57.76,9.96,0,1.36
PO,O,BOULT REEF,21305S,202021,23082S200607,-22.866644,151.885137,RAP,21,2004,5/08/2001,1998,11,30,25.2,14.878,2.41,2.46,47.87,2.988,2.526,3,51,0,10,0.605889918,2,-21.624131,152.131679,10/08/2001,75.02,12.23,0.31,1.6
CB,M,ERSKINE REEF,18065S,200870,23080S200910,-21.616099,152.318886,RAP,18,2012,5/12/1999,2018,2,23.8,28.4,24.96,2.38,2.47,30.91,2.71,1.948,1,58,0,22,0.60739134,3,-23.890883,152.144357,8/12/1998,44.25,30.6,5.17,1.73
SW,O,THETFORD REEF,23068S,201854,23079S201920,-21.491874,143.25,RM,28,2018,28/11/2011,2012,9,30.9,28.9,15.299,2.39,2.51,3.227,7.185,1.465,3,55,0.026,11,2.14570914,2,-14.770264,147.344115,21/03/2014,66.77,44.42,1.92,4.32
TO,M,TAYLOR REEF,20019S,199717,18034S199899,-16.255381,149.081024,RM,13,2003,9/03/2003,1992,5,29.7,27.9,15.634,2.58,0,16.581,2.979,1.758,1,34,0,0,0.004070585,2,-20.230883,147.040814,12/05/2008,17.6,14.29,0.39,10.05
TO,O,FAIRFAX ISLANDS REEF,19138S,199574,16049S201617,-17.191523,143.25,RM,23,2013,30/11/2004,2010,12,28.7,26.1,25.192,2.48,0,22.908,11.183,0.807,0,31,0.015,15,0,3,-14.910998,148.453535,16/12/2017,63.4,3.63,5.7,2.33
IN,O,21278S,14143S,201671,23048S200405,-20.79886,143.350697,RAP,25,2008,10/09/2013,2000,8,27.8,25.5,34.721,2.47,2.44,2.5,3.54,4.458,3,35,0,50,0.757123698,1,-21.866405,152.668567,27/08/2020,79.61,22.33,2.18,2.43
SW,O,CHICKEN REEF,17024S,200929,23080S201718,-21.273086,152.085761,RAP,29,2008,31/10/2003,2011,9,28.9,28.7,25.046,2.47,2.48,26.543,2.842,1.094,3,49,0.003,45,0.380776578,1,-21.763565,149.577708,27/10/2003,51.09,48.95,0.02,3.61
CG,O,21062S,17024S,199700,13124S202021,-14.409398,146.706955,RAP,27,2021,6/12/2015,2008,8,31.2,27.1,25.606,2.51,2.41,12.431,3.26,1.521,0,82,4.774,0,0.114275021,1,-16.655128,152.467001,27/01/2019,59.16,25.19,7.81,5.08
CA,O,MANTIS REEF,15099C,202021,17014S200506,-14.040998,145.016728,RM,28,2021,18/01/2007,2018,4,31.3,29.9,15.096,2.54,0.09,8.341,11.735,1.352,3,108,0.01,30,0.787349726,2,-16.341226,151.995882,2/03/2012,90.48,2.3,0,4.65
TO,M,DAVIES REEF,21591S,201821,14138S200809,-18.3701,143.718456,RAP,6,2008,20/08/2014,2018,5,23.1,29.1,25.762,2.5,2.45,4.169,4.941,0.707,1,52,0.024,13,1.905180365,1,-22.37999,147.55134,5/12/2020,59.53,11.03,9.53,4.77
IN,O,AGINCOURT REEFS (NO 1),16019S,201230,14137S201819,-21.884927,144.544266,RMRAP,28,2003,19/12/2016,2003,9,29.7,26.8,2.856,2.36,2.51,23.914,7.191,1.207,3,27,0.02,21,1.145100815,3,-21.738919,147.139417,7/03/2006,55.38,36.13,8.81,1.79
SW,O,AGINCOURT REEFS (NO 1),20348S,201827,22102S201718,-16.023306,151.682401,RAP,9,2017,9/12/1993,2018,4,28.4,27.1,25.621,2.53,0,4.299,4.629,2.063,2,122,0,7,0.490174269,3,-18.553379,152.079217,13/01/2004,78.66,6.52,1.26,3.17
TO,M,MCCULLOCH,19209S,200875,11029S201920,-18.233148,146.80827,RM,27,2020,25/02/2018,1999,4,31.3,28.5,31.919,2.47,0.02,11.608,2.645,0.509,2,35,0,1,0.003677421,3,-15.039043,145.531525,31/05/2020,50.88,13.64,6.49,6.26
IN,M,FARQUHARSON REEF (NO 1),19131S,200476,16060S200405,-19.75389,152.561931,RAP,20,2004,24/09/2018,2012,9,26.3,26.2,25.459,2.51,2.5,22.162,2.947,1.609,2,32,0.027,23,7.530335095,2,-20.575843,152.224977,29/10/1992,51.75,57.81,3.53,4.05
TO,M,MOORE REEF,18065S,200863,23082S201920,-18.489621,147.477297,RM,21,2019,28/11/2004,2018,5,30.6,28.8,3.966,2.48,2.49,9.923,2.337,1.726,1,40,0,9,0.003468606,1,-18.806133,145.84195,30/04/2005,43.08,1.96,2.49,7.37
SW,O,MONSOON REEF,16057S,201780,14126S201011,-16.679518,146.836181,RMRAP,23,2014,24/03/2014,2013,8,30.7,29.8,14.897,2.48,2.44,32.279,8.968,1.295,3,27,0,4,0.773069578,1,-21.68005,145.798554,9/01/2013,72.55,9.92,0.27,14.11
TO,O,NORTH REEF (NORTH),14137S,200695,21060S201112,-20.661526,152.352103,RM,24,2018,10/12/2007,2007,8,26.4,26.4,25.87,2.49,2.47,22.88,2.932,1.122,1,89,0.027,1,0.59373992,1,-21.42438,152.003528,16/11/1996,43.49,24.47,9.85,5.48
CL,O,AGINCOURT REEFS (NO 1),13124S,201877,12061S202021,-16.235519,146.779597,RM,9,2001,9/03/2003,1995,9,31.7,28.6,4.221,2.57,0,15.076,3.312,0.332,2,64,0,5,0.06111912,2,-18.692583,146.68943,8/03/2003,29.39,16.09,0,4.71
PO,I,NORTH REEF (NORTH),22104S,199998,20019S199293,-19.429726,149.633863,RM,20,2002,1/02/1998,2001,3,29.6,28.3,25.41,0,2.47,14.224,31.865,0.808,0,42,0,1,0.040570085,1,-14.850236,149.751084,18/02/2021,42.65,14.18,0.65,7.52
SW,O,PEART REEF,23068S,200992,21556S201415,-23.35607,152.032708,RAP,20,2018,15/09/2000,2008,9,25.8,27.1,48.031,2.52,2.43,11.316,3.256,1.55,0,57,0,25,0.765905504,1,-23.890883,151.726838,27/11/2013,90.85,5.05,0.89,2.52
CL,M,TURNER REEF,18075S,201714,11016S201920,-16.133029,145.946935,RAP,27,2016,1/09/2020,2020,8,32.9,29.8,3.055,7.65,0,3.451,3.428,0.277,2,44,0.01,11,0.5668454,1,-15.751397,145.480017,13/01/2021,55.79,18.65,0.14,18.37
PO,I,21529S,21591S,199965,20019S199293,-16.349221,145.520602,RM,5,1999,5/07/2006,1995,10,28.6,28.9,25.373,2.5,2.49,18.252,0.278,2.057,3,42,0,0,0.045522148,3,-16.836794,149.933502,5/04/1995,23.71,22.8,17.39,5.36
TO,I,DIP REEF,14114S,202021,12061S202021,-16.350469,147.150559,RAP,29,2021,20/10/2003,2013,5,30.1,29,3.996,2.42,0,2.5,3.043,2.581,0,70,0,29,0.731041767,1,-18.358236,147.065512,27/01/2019,78.88,19.12,7.25,3.54
CL,M,NO NAME REEF,18042S,201434,16015S201617,-16.05705,145.506388,RM,21,2002,1/02/1998,2014,10,27,26.4,35.689,2.6,2.51,37.044,6.313,1.612,1,29,0,1,0.36233918,1,-16.443515,145.297472,10/12/1997,38.04,11.29,23.55,10.04
CB,O,NO NAME REEF,14143S,200803,23080S201516,-21.710626,152.075725,RAP,27,2015,28/05/1992,2016,8,25.3,30.3,34.88,2.56,2.46,36.792,2.606,2.143,2,53,0,102,0.452001661,3,-23.890883,151.612612,7/03/2006,33.62,27.32,0,1.96
CL,O,HORSESHOE,16057S,200012,23082S200203,-20.320627,151.843373,RAP,23,2008,7/01/2004,2015,7,28,29.3,35.69,2.55,2.48,51.113,9.002,2.188,4,89,0,87,0.572896373,3,-23.259954,151.825406,10/11/2006,26.51,25.48,18.32,4.82
CA,I,BOULT REEF,21550S,200548,16028S199697,-21.825387,147.058286,RAP,19,2013,8/12/1998,2006,9,29.5,27.2,3.418,2.61,0,18.981,7.392,1.203,2,75,0,32,0.780990715,2,-16.418856,145.53978,5/12/2020,63.86,15.59,9.24,3.19
CB,O,21064S,22102S,201822,16057S200506,-20.382136,151.652536,RM,23,2007,25/01/1996,2006,10,29.8,26,66.409,2.48,2.41,29.029,9.611,2.46,3,82,0.048,1,0.762392706,3,-23.741235,151.698764,27/08/2020,43.42,18.33,0,3.38
CA,O,REBE REEF,14126S,201704,16015S202021,-15.71024,150.050737,RM,5,2010,25/01/1996,2006,2,32.3,26.4,25.637,2.54,2.44,20.567,17.507,2.366,1,83,0.043,1,0.193522186,3,-15.936092,145.934475,19/09/2013,65.52,21.49,19.44,16.42
WH,M,AGINCOURT REEFS (NO 1),18086S,201338,20014S201617,-19.404566,148.894424,RM,16,1995,2/04/2009,1993,9,25.1,26,15.075,0,2.43,12.67,12.285,0.787,1,34,0,1,0.017313239,1,-19.961751,149.495972,1/12/2002,21.69,3.95,32.53,8.86
TO,O,MARTIN REEF(14123),18083S,201794,12056S202021,-18.131118,146.720716,RAP,26,2002,16/04/1999,2006,4,29.6,27.2,15.478,2.57,0,2.5,2.73,1.28,1,75,0,2,0.441953244,3,-21.587042,146.624992,27/09/2001,49.41,14.03,12.42,7.02
SW,M,ONE TREE REEF,14114S,201221,23080S200910,-22.893111,151.677968,RAP,18,2006,31/10/2003,2007,8,21.5,26,25.398,2.32,2.49,55.8,4.849,1.132,1,61,0.007,26,0.761921657,1,-21.046162,151.962835,11/11/2006,17.45,29.92,0.12,2.13
CA,O,CHICKEN REEF,21305S,201473,23079S201920,-21.228305,151.797254,RM,23,2015,10/09/2013,2021,9,22,26.3,36.802,2.55,2.48,27.383,2.594,1.468,0,27,0,73,0.829088787,1,-23.81205,152.434879,15/08/2001,23.72,20.45,0,2.71
WH,I,20348S,18083S,199989,20014S199899,-16.32105,145.813849,RM,4,2018,25/01/1996,1993,1,27.6,28.8,25.875,0.14,2.43,32.689,16.584,0.583,3,83,0,0,0.010461356,1,-16.768334,145.582775,16/12/2017,69.9,10.8,4.49,22.1
IN,O,LANGFORD-BIRD REEF,16068S,199742,18086S200809,-17.948413,148.49716,RAP,16,1998,4/09/1992,1997,11,28.6,28.9,25.719,0,2.51,36.529,2.586,2.241,1,22,0.01,1,0,2,-20.111171,149.144467,9/03/2005,20.44,14.38,0,15.87
CA,M,MARTIN REEF(14123),16025S2,201510,14138S199697,-15.895851,145.3034,RMRAP,19,2000,3/09/2000,2020,7,31.9,29,25.758,2.46,0.03,13.433,3.031,0.805,17,28,0,7,0.485216787,2,-18.088096,146.289688,17/04/1995,75.39,16.07,16.07,8.19
CA,M,AGINCOURT REEFS (NO 1),16019S,201956,16015S202021,-14.448953,150.023807,RM,21,2007,31/08/2016,2014,1,26.1,28.4,25.202,2.41,2.52,23.468,2.468,1.449,3,59,0.019,13,0.218091064,1,-14.865281,146.283836,5/12/2007,50.89,30.92,2.33,9.54
CA,O,FARQUHARSON REEF (NO 1),16028S,201857,12061S202021,-16.194119,146.61842,RM,18,2019,28/11/2004,2010,8,28.9,29.3,26.195,2.47,0,4.734,1.967,2.051,1,78,0.02,26,0.542478163,2,-16.476908,147.540508,4/01/2007,83.51,16.24,3.57,2.08
PO,O,ONE TREE REEF,20104S,201407,14138S199899,-15.669638,143.25,RMRAP,5,2001,24/03/2014,1998,12,30.8,27.5,15.535,2.58,2.5,12.294,2.316,0.803,122,96,0,100,0.564694357,1,-15.139206,145.984221,4/01/2007,47.38,16.22,13.51,6.25
WH,O,HAYMAN ISLAND REEF,21572S,201366,20014S199394,-19.533317,149.221745,RM,1,2002,26/11/2013,2001,4,22.7,25.6,7.96,2.51,0,8.742,6.649,0.536,31,80,0,0,0.009748619,1,-20.156066,149.438419,26/03/2000,16.21,28.34,1.75,5.79
SW,M,MICHAELMAS REEF,14139S,201676,23080S201718,-11.025,152.337091,RAP,27,2015,6/09/1992,2009,8,28.9,25.6,25.381,2.4,2.48,25.81,4.967,0.71,0,23,0,28,0.624536487,1,-21.431755,152.668567,9/09/2002,33.9,21.23,15.7,4.56
